,imdbID,Title,Domestic Gross,Opening Weekend,Domestic Multiplier,Rotten Tomatoes Score,Metascore,imdbRating,imdbVotes,Year,Month,budget,popularity,vote_average,vote_count
964,tt0117473,The Rich Man's Wife,8543587.0,3132151.0,2.727705975861317,14.0,,5.2,2935.0,1996,9.0,,6.746475,4.9,11.0
965,tt0116635,Infinity,195170.0,78976.0,2.4712570907617506,62.0,,6.1,1594.0,1996,10.0,,1.226688,0.0,0.0
966,tt0115678,Big Night,12008376.0,185749.0,64.6484018756494,96.0,80.0,7.3,15541.0,1996,9.0,,2.702973,6.8,45.0
967,tt0116830,Last Man Standing,18115927.0,7010333.0,2.584174960019731,37.0,,6.4,50743.0,1996,9.0,67000000.0,11.845918,6.2,263.0
969,tt0117603,Set It Off,36461139.0,8812105.0,4.13761967203069,65.0,,6.9,12826.0,1996,11.0,9000000.0,6.85606,6.9,66.0
970,tt0115438,2 Days in the Valley,11132210.0,3352440.0,3.320629153691043,59.0,,6.5,17509.0,1996,9.0,,4.989276,5.9,73.0
971,tt0115994,Curdled,49620.0,16294.0,3.0452927457959986,17.0,,5.9,4698.0,1996,9.0,2300000.0,2.781581,6.2,29.0
973,tt0116167,Ed's Next Move,106791.0,16042.0,6.65696297219798,80.0,,6.4,402.0,1996,10.0,,0.5502779999999999,3.0,1.0
974,tt0116259,Extreme Measures,17380126.0,6906546.0,2.516471475032527,56.0,,6.2,16202.0,1996,9.0,38000000.0,4.990506,5.7,80.0
975,tt0116421,The Glimmer Man,20351264.0,7605504.0,2.675860008751557,12.0,33.0,5.4,17831.0,1996,10.0,45000000.0,5.918737,4.7,102.0
976,tt0116000,D3: The Mighty Ducks,22955097.0,6170358.0,3.7202212578265312,20.0,,5.4,22950.0,1996,10.0,,5.511475,5.3,99.0
977,tt0115862,The Chamber,14551359.0,5612095.0,2.5928568564858576,12.0,45.0,6.0,12044.0,1996,10.0,50000000.0,3.9984940000000004,5.9,62.0
978,tt0072653,The Apple Dumpling Gang,36853000.0,,,56.0,59.0,6.4,4458.0,1975,7.0,,4.040945,6.6,34.0
980,tt0072951,Escape to Witch Mountain,20000000.0,,,76.0,,6.4,8391.0,1975,3.0,,7.1516910000000005,6.5,60.0
981,tt0064603,The Love Bug,51264000.0,,,75.0,48.0,6.5,13001.0,1968,12.0,,10.091707000000001,6.0,126.0
982,tt0071607,Herbie Rides Again,38229000.0,,,80.0,49.0,5.7,6738.0,1974,2.0,,4.914603,5.9,77.0
986,tt0107131,Homeward Bound: The Incredible Journey,41833324.0,60672.0,689.4996703586498,87.0,,6.9,39524.0,1993,2.0,,7.186506,6.6,218.0
988,tt0054357,Swiss Family Robinson,40356000.0,,,82.0,,7.2,12491.0,1960,12.0,,4.623089,7.0,88.0
991,tt0106611,Cool Runnings,68856263.0,7046648.0,9.771491778786169,77.0,60.0,7.0,85756.0,1993,9.0,14000000.0,8.307210000000001,6.8,510.0
992,tt0109127,Angels in the Outfield,50236831.0,8916463.0,5.634165812161167,33.0,44.0,6.1,27170.0,1994,7.0,,10.892812,5.7,124.0
993,tt0042332,Cinderella,10000000.0,,,97.0,85.0,7.3,134945.0,1950,3.0,2900000.0,14.436857999999999,6.8,1760.0
996,tt0057546,The Sword in the Stone,12000000.0,2230614.0,5.379684696679927,67.0,61.0,7.2,82188.0,1963,12.0,3000000.0,10.636458,6.9,935.0
998,tt0102798,Robin Hood: Prince of Thieves,165493908.0,25625602.0,6.458147129577678,51.0,51.0,6.9,168985.0,1991,6.0,48000000.0,10.639244,6.6,937.0
999,tt0058331,Mary Poppins,31000000.0,,,100.0,88.0,7.8,147008.0,1964,8.0,6000000.0,15.11549,7.4,1217.0
1001,tt0076538,Pete's Dragon,35488000.0,,,54.0,46.0,6.4,20887.0,1977,11.0,10000000.0,7.644722,6.4,201.0
1004,tt0082406,The Fox and the Hound,39900000.0,,,70.0,65.0,7.3,78774.0,1981,7.0,12000000.0,10.197106,7.0,884.0
1005,tt0116361,Freeway,295493.0,14945.0,19.772030779524925,77.0,61.0,6.8,25001.0,1996,8.0,3000000.0,7.088533,6.5,95.0
1006,tt0059742,The Sound of Music,158671368.0,,,84.0,63.0,8.0,186246.0,1965,3.0,8200000.0,9.067730000000001,7.4,966.0
1007,tt0095016,Die Hard,83008852.0,601851.0,137.92259545967357,93.0,72.0,8.2,734348.0,1988,7.0,28000000.0,16.640522,7.5,4005.0
1008,tt0104692,The Lawnmower Man,32100816.0,7751971.0,4.140987627533694,35.0,42.0,5.4,32205.0,1992,3.0,10000000.0,6.685948,5.4,198.0
1009,tt0118044,Unhook the Stars,272542.0,33258.0,8.194780203259366,81.0,,6.5,1985.0,1996,9.0,,5.52185,6.2,11.0
1011,tt0117582,The Secret Agent,106606.0,25909.0,4.114631981164846,50.0,41.0,5.7,2112.0,1996,11.0,,2.943911,5.0,7.0
1012,tt0117589,Secrets & Lies,13417292.0,60813.0,220.63197013796392,95.0,91.0,8.0,34105.0,1996,5.0,4500000.0,11.223572,7.1,127.0
1013,tt0117887,That Thing You Do!,25857416.0,6208595.0,4.164777377168265,93.0,71.0,6.9,57681.0,1996,10.0,,8.685761,6.8,230.0
1014,tt0117924,To Gillian on Her 37th Birthday,4189233.0,77725.0,53.89814088131232,14.0,,5.7,4422.0,1996,10.0,,3.263681,5.1,13.0
1015,tt0117791,Surviving Picasso,2021348.0,87054.0,23.219472970799732,32.0,55.0,6.4,6476.0,1996,9.0,16000000.0,2.167132,5.3,21.0
1016,tt0116928,Love Is All There Is,61875.0,32925.0,1.8792710706150342,,,5.1,1092.0,1996,5.0,,0.453988,5.5,2.0
1017,tt0115640,Beautiful Thing,1548120.0,33931.0,45.62553417229083,91.0,,7.5,21593.0,1996,6.0,,5.766163,7.3,76.0
1018,tt0116908,The Long Kiss Goodnight,33447612.0,9065363.0,3.689605369360278,69.0,44.0,6.8,68410.0,1996,10.0,65000000.0,14.482345,6.4,323.0
1019,tt0116409,The Ghost and the Darkness,38619405.0,9215063.0,4.190899725807626,51.0,,6.8,53295.0,1996,10.0,50000000.0,10.789928,6.4,238.0
1020,tt0116913,Looking for Richard,1408575.0,33843.0,41.620866944419824,81.0,,7.3,7665.0,1996,10.0,,2.6538169999999996,6.9,33.0
1021,tt0117958,Trees Lounge,749741.0,39830.0,18.82352498116997,81.0,76.0,7.1,12785.0,1996,10.0,,3.464286,6.7,51.0
1023,tt0117202,Normal Life,22891.0,3315.0,6.9052790346908,70.0,,6.3,2062.0,1996,1.0,,0.881187,6.8,8.0
1024,tt0116404,Get on the Bus,5754249.0,2156409.0,2.6684404489129845,88.0,,6.7,4671.0,1996,10.0,2400000.0,5.2306610000000004,7.0,11.0
1025,tt0120107,Shadow Conspiracy,2312463.0,1370831.0,1.6869059716332648,0.0,,4.9,3969.0,1997,1.0,45000000.0,3.733574,4.0,12.0
1026,tt0116722,Jude,409144.0,31850.0,12.845965463108321,81.0,68.0,6.9,9539.0,1996,2.0,7000000.0,3.3796769999999996,6.6,38.0
1027,tt0116242,Everyone Says I Love You,9759200.0,131678.0,74.11412688528075,79.0,,6.7,33836.0,1996,12.0,20000000.0,9.649113,6.5,149.0
1028,tt0115600,Bitter Sugar,450060.0,30742.0,14.639906317090626,,,6.8,604.0,1996,2.0,,0.401227,6.3,3.0
1029,tt0117509,Romeo + Juliet,46351345.0,11133231.0,4.163332728836759,72.0,60.0,6.7,198995.0,1996,10.0,14500000.0,11.774061,6.7,1406.0
1030,tt0117802,Swingers,4555020.0,74118.0,61.456326398445725,87.0,71.0,7.2,71870.0,1996,10.0,200000.0,6.578025,6.8,255.0
1031,tt0117665,Sleepers,53315285.0,12305745.0,4.332552397274607,73.0,49.0,7.6,177555.0,1996,10.0,44000000.0,9.198283,7.3,729.0
1032,tt0117781,The Sunchaser,21508.0,13845.0,1.5534850126399422,17.0,,6.2,3549.0,1996,5.0,,2.3580900000000002,6.1,8.0
1033,tt0116714,Johns,50789.0,50789.0,1.0,54.0,,6.3,1590.0,1996,12.0,,0.27167399999999997,6.0,6.0
1041,tt0109823,For the Moment,121548.0,7917.0,15.352785145888594,,,6.0,862.0,1993,10.0,120.0,0.347124,7.4,3.0
1045,tt0070707,Sleeper,18344729.0,,,100.0,77.0,7.2,38043.0,1973,12.0,2000000.0,6.048904,7.0,206.0
1047,tt0095159,A Fish Called Wanda,62493712.0,115418.0,541.45550953924,94.0,80.0,7.5,124114.0,1988,7.0,7500000.0,11.400352999999999,7.1,576.0
1048,tt0079470,Monty Python's Life of Brian,19398164.0,140034.0,138.5246725795164,95.0,77.0,8.1,341399.0,1979,8.0,4000000.0,10.714172999999999,7.7,1230.0
1049,tt0084865,Victor Victoria,28215453.0,139634.0,202.0672114241517,97.0,84.0,7.6,18184.0,1982,4.0,,5.378996,6.9,89.0
1055,tt0113731,Madame Butterfly,65196.0,6027.0,10.817322050771528,70.0,,7.0,537.0,1995,11.0,,0.1489,4.8,3.0
1056,tt0092890,Dirty Dancing,63446382.0,3900000.0,16.268303076923075,69.0,65.0,7.0,182076.0,1987,8.0,6000000.0,14.044122,7.1,1371.0
1057,tt0105236,Reservoir Dogs,2832029.0,147839.0,19.156169887512768,91.0,79.0,8.3,847026.0,1992,9.0,1200000.0,12.22034,8.1,3821.0
1058,tt0091763,Platoon,138530565.0,241080.0,574.6248755599801,88.0,92.0,8.1,358749.0,1986,12.0,6000000.0,18.206972,7.5,1236.0
1059,tt0098627,Weekend at Bernie's,30218387.0,4506086.0,6.706127446302623,54.0,32.0,6.4,45375.0,1989,7.0,6500000.0,8.051891,6.4,255.0
1060,tt0103772,Basic Instinct,117727224.0,15129385.0,7.78136216376277,53.0,41.0,6.9,159725.0,1992,3.0,49000000.0,16.628427,6.5,869.0
1061,tt0101761,The Doors,34416893.0,9151800.0,3.760669267247973,57.0,62.0,7.2,79068.0,1991,3.0,38000000.0,7.829619,6.7,285.0
1062,tt0104036,The Crying Game,62548947.0,101107.0,618.6411128804139,94.0,90.0,7.2,47983.0,1992,9.0,3705538.0,7.404329,6.9,180.0
1063,tt0104348,Glengarry Glen Ross,10725228.0,2104402.0,5.096568051161327,95.0,80.0,7.8,90032.0,1992,9.0,12500000.0,6.792215,7.5,330.0
1064,tt0084707,Sophie's Choice,30036000.0,202131.0,148.59670213871203,76.0,68.0,7.6,37996.0,1982,12.0,12000000.0,15.417202,7.4,149.0
1065,tt0083866,E.T. the Extra-Terrestrial,359197037.0,11835389.0,30.349406935420543,98.0,91.0,7.8,343222.0,1982,4.0,10500000.0,19.358546,7.3,3359.0
1066,tt0117577,The Search for One-eye Jimmy,71314.0,19432.0,3.669925895430218,,,6.2,1342.0,1994,11.0,,0.6170140000000001,6.3,4.0
1068,tt0099371,Days of Thunder,82670733.0,15490445.0,5.336885609161002,39.0,60.0,6.0,73546.0,1990,6.0,60000000.0,7.046753,5.9,359.0
1069,tt0092099,Top Gun,176781728.0,8193052.0,21.57702990289821,55.0,50.0,6.9,269479.0,1986,5.0,15000000.0,20.301019,6.7,1736.0
1070,tt0115531,American Strays,1910.0,1183.0,1.614539306846999,,,5.2,580.0,1996,9.0,,0.51063,6.8,5.0
1076,tt0115684,Bird of Prey,3652.0,,,,,4.9,149.0,1995,9.0,,0.564117,0.0,0.0
1077,tt0117040,Microcosmos,1433210.0,35189.0,40.728920969621186,97.0,,7.9,10310.0,1996,5.0,,10.793031,7.7,61.0
1078,tt0117284,Palookaville,365284.0,,,64.0,,6.6,2245.0,1995,9.0,,1.6695970000000002,5.4,7.0
1079,tt0115580,The Associate,12844057.0,4261304.0,3.0141142241905294,28.0,,6.1,7048.0,1996,10.0,,3.2776120000000004,6.2,49.0
1080,tt0116378,The Funeral,1227324.0,41768.0,29.384313349932963,79.0,,6.6,7830.0,1996,1.0,12500000.0,2.772039,7.3,31.0
1082,tt0113057,A Single Girl,230049.0,,,75.0,,6.9,1396.0,1995,5.0,,1.813577,6.8,8.0
1083,tt0116581,The Eighth Day,416401.0,14397.0,28.922761686462458,67.0,,7.6,8262.0,1996,1.0,,2.887239,7.0,56.0
1085,tt0112907,Drunks,38268.0,17581.0,2.176667993857005,57.0,,6.4,914.0,1995,3.0,,0.587824,0.0,0.0
1086,tt0117318,The People vs. Larry Flynt,20300385.0,523295.0,38.79338613974909,87.0,79.0,7.3,83606.0,1996,10.0,36000000.0,9.178371,6.8,257.0
1087,tt0116422,Glory Daze,15134.0,,,,,5.5,3236.0,1995,10.0,,10.738755000000001,5.8,15.0
1088,tt0117320,A Perfect Candidate,134485.0,11448.0,11.74746680642907,88.0,,7.3,253.0,1996,6.0,,0.112669,5.3,2.0
1089,tt0082846,On Golden Pond,119285432.0,89213.0,1337.085761043794,93.0,68.0,7.6,25823.0,1981,12.0,,12.252186,7.3,101.0
1090,tt0072081,The Return of the Pink Panther,41833347.0,,,89.0,61.0,7.1,23115.0,1975,5.0,5000000.0,6.5011769999999975,6.7,138.0
1091,tt0101775,Drop Dead Fred,13878334.0,3625648.0,3.8278216749116294,9.0,25.0,5.9,25475.0,1991,4.0,6788000.0,7.8810100000000025,5.9,107.0
1092,tt0096754,The Abyss,54222310.0,9319797.0,5.817971142504499,89.0,62.0,7.6,153607.0,1989,8.0,70000000.0,9.809585,7.1,822.0
1093,tt0080749,The Fog,21378361.0,,,76.0,55.0,6.8,58888.0,1980,2.0,1000000.0,9.194572,6.4,318.0
1094,tt0082340,Escape from New York,25244626.0,,,85.0,76.0,7.2,114534.0,1981,5.0,6000000.0,10.124544,6.9,720.0
1095,tt0082533,The Howling,17985893.0,,,70.0,68.0,6.6,28631.0,1981,4.0,1000000.0,6.7155119999999995,6.4,165.0
1096,tt0091288,Jean de Florette,4940939.0,,,100.0,,8.0,22599.0,1986,8.0,4940939.0,4.883274,7.6,113.0
1097,tt0091480,Manon of the Spring,3940542.0,,,81.0,,8.0,19408.0,1986,11.0,,5.939394,7.8,103.0
1099,tt0081375,Private Benjamin,69847348.0,4739769.0,14.736445594711473,81.0,59.0,6.2,22001.0,1980,10.0,,11.431866000000001,6.0,103.0
1102,tt0112777,Dadetown,37092.0,5450.0,6.805871559633028,,,7.2,191.0,1995,9.0,,0.037353,8.0,1.0
1106,tt0116886,The Line King: The Al Hirschfeld Story,50605.0,5677.0,8.914039105161176,,,7.2,216.0,1996,9.0,,0.001663,0.0,0.0
1107,tt0117677,Snowriders,2068490.0,,,,,7.6,42.0,1996,10.0,,0.0012230000000000001,0.0,0.0
1109,tt0118147,When We Were Kings,2789985.0,12479.0,223.57440500040067,98.0,83.0,8.0,14010.0,1996,10.0,,3.60795,7.3,54.0
1112,tt0084589,The Return of Martin Guerre,3704433.0,,,100.0,,7.4,3740.0,1982,5.0,,1.233692,6.7,22.0
1125,tt0060304,2 or 3 Things I Know About Her,104038.0,11214.0,9.277510255038345,94.0,,6.8,5889.0,1967,3.0,,7.273791,7.0,33.0
1127,tt0116059,Dear God,7138523.0,3213045.0,2.221731410546693,12.0,,5.5,3497.0,1996,11.0,,1.952957,5.1,17.0
1128,tt0115610,Bad Moon,1055525.0,607081.0,1.7386889064227014,38.0,,5.8,5238.0,1996,11.0,7000000.0,2.6610259999999997,5.7,33.0
1129,tt0099028,American Dream,269823.0,9291.0,29.04133031966419,100.0,,7.9,688.0,1990,9.0,,0.07588500000000001,6.0,2.0
1131,tt0103850,Bob Roberts,4479470.0,314275.0,14.25334500039774,97.0,70.0,7.0,12664.0,1992,9.0,,3.041772,6.5,44.0
1132,tt0095765,Cinema Paradiso,11990401.0,16552.0,724.4079869502175,90.0,80.0,8.5,208522.0,1988,11.0,,14.177005,8.2,834.0
1133,tt0097108,"The Cook, the Thief, His Wife & Her Lover",7724701.0,252223.0,30.62647339854018,87.0,62.0,7.6,32243.0,1989,9.0,,5.970136,7.3,137.0
1135,tt0101700,Delicatessen,1794187.0,4733.0,379.08028734417917,89.0,66.0,7.6,75447.0,1991,4.0,4000000.0,12.565447,7.4,320.0
1136,tt0101765,The Double Life of Véronique,1999955.0,8572.0,233.31252916472235,82.0,86.0,7.8,37457.0,1991,5.0,,9.661817,7.3,154.0
1137,tt0101811,Enchanted April,13200170.0,73041.0,180.72274475979245,84.0,78.0,7.4,5726.0,1991,11.0,,2.400185,6.9,25.0
1139,tt0099703,The Grifters,13446769.0,71034.0,189.30046175071092,90.0,86.0,6.9,23914.0,1990,9.0,,10.809693,6.5,112.0
1140,tt0102014,Hear My Song,4313473.0,12965.0,332.7013497878905,90.0,,7.2,1314.0,1991,12.0,,0.0039770000000000005,4.1,4.0
1142,tt0116209,The English Patient,78676425.0,278439.0,282.56251818172024,85.0,87.0,7.4,168715.0,1996,11.0,27000000.0,15.564160999999999,7.0,559.0
1143,tt0102426,Mediterraneo,4532791.0,,,79.0,,7.5,12730.0,1991,1.0,,5.557759,7.4,157.0
1144,tt0097937,My Left Foot,14743391.0,41165.0,358.153552775416,97.0,97.0,7.9,62449.0,1989,7.0,645180.0,5.841931,7.5,208.0
1145,tt0098724,"Sex, Lies, and Videotape",24741667.0,155982.0,158.61873164852355,96.0,86.0,7.2,45568.0,1989,8.0,1200000.0,12.293656,6.7,188.0
1146,tt0105107,Passion Fish,4814619.0,14385.0,334.6971845672576,100.0,,7.5,4634.0,1992,12.0,,5.367604,6.7,7.0
1147,tt0105488,Strictly Ballroom,11738022.0,145977.0,80.41007830000616,72.0,72.0,7.1,23473.0,1992,8.0,3000000.0,3.233531,6.2,83.0
1148,tt0096257,The Thin Blue Line,1209846.0,17814.0,67.91545975075783,100.0,79.0,8.0,20067.0,1988,8.0,,5.070224,7.9,109.0
1149,tt0101026,Tie Me Up! Tie Me Down!,4087361.0,65299.0,62.59454202974012,70.0,55.0,7.0,22215.0,1989,12.0,,10.788319,7.0,102.0
1150,tt0102370,Madonna: Truth or Dare,15012935.0,543250.0,27.635407271053843,86.0,,6.4,8357.0,1991,5.0,4.0,1.325299,6.3,32.0
1151,tt0100332,Paris Is Burning,3779620.0,310127.0,12.187329706862027,100.0,,8.2,10029.0,1990,3.0,500000.0,4.1012949999999995,8.2,67.0
1152,tt0073486,One Flew Over the Cuckoo's Nest,108981275.0,,,94.0,83.0,8.7,851600.0,1975,11.0,3000000.0,35.529554,8.3,3001.0
1153,tt0078446,Up in Smoke,44364244.0,,,57.0,57.0,7.0,34097.0,1978,1.0,,7.194364,6.7,201.0
1154,tt0080684,Star Wars: Episode V - The Empire Strikes Back,209398025.0,4910483.0,42.643060774266,95.0,82.0,8.7,1075947.0,1980,5.0,18000000.0,19.470959,8.2,5998.0
1155,tt0093779,The Princess Bride,30857814.0,206243.0,149.6187216050969,97.0,77.0,8.1,366167.0,1987,9.0,16000000.0,15.15267,7.6,1518.0
1156,tt0082971,Raiders of the Lost Ark,212222025.0,8305823.0,25.550992959999267,95.0,85.0,8.4,829337.0,1981,6.0,18000000.0,19.901576000000002,7.7,3949.0
1157,tt0088846,Brazil,9929135.0,30099.0,329.8825542376823,98.0,88.0,7.9,177453.0,1985,2.0,15000000.0,9.837287,7.6,877.0
1158,tt0090605,Aliens,85160248.0,10052042.0,8.471935155066005,99.0,84.0,8.4,613004.0,1986,7.0,18500000.0,21.761179000000002,7.7,3282.0
1159,tt0060196,"The Good, the Bad and the Ugly",25100000.0,,,97.0,90.0,8.8,637775.0,1966,12.0,1200000.0,16.788787,8.1,2371.0
1160,tt0094336,Withnail & I,1544889.0,,,94.0,,7.7,37054.0,1987,1.0,,14.316459,7.4,173.0
1162,tt0056172,Lawrence of Arabia,37495385.0,,,98.0,100.0,8.3,248430.0,1962,12.0,15000000.0,10.893332000000001,7.8,870.0
1163,tt0066921,A Clockwork Orange,26589355.0,,,89.0,80.0,8.3,706704.0,1971,12.0,2200000.0,17.112594,8.0,3432.0
1165,tt0078788,Apocalypse Now,78784010.0,118558.0,664.5187165775401,98.0,94.0,8.4,562174.0,1979,8.0,31500000.0,13.5963,8.0,2112.0
1167,tt0086190,Star Wars: Episode VI - Return of the Jedi,252583617.0,23019618.0,10.972537294059354,81.0,58.0,8.3,880601.0,1983,5.0,32350000.0,14.586087,7.9,4763.0
1168,tt0093191,Wings of Desire,3210139.0,17301.0,185.54644240217328,98.0,79.0,8.0,58429.0,1987,1.0,2500000.0,6.357321,7.5,256.0
1169,tt0041959,The Third Man,618173.0,13576.0,45.53425162050678,99.0,97.0,8.1,148081.0,1949,8.0,,8.513889,7.9,431.0
1170,tt0099685,Goodfellas,46836214.0,6368901.0,7.353892610357737,96.0,89.0,8.7,933488.0,1990,9.0,25000000.0,15.424092000000002,8.2,3211.0
1171,tt0078748,Alien,78944891.0,3527881.0,22.377424578663508,97.0,89.0,8.4,729965.0,1979,5.0,11000000.0,23.37742,7.9,4564.0
1172,tt0106308,Army of Darkness,11502976.0,4424535.0,2.599815799852414,73.0,57.0,7.5,153892.0,1992,10.0,11000000.0,10.704612,7.3,852.0
1173,tt0095250,The Big Blue,3500000.0,1617462.0,2.1638839119558915,62.0,35.0,7.6,45359.0,1988,5.0,,13.503815,7.6,364.0
1174,tt0089881,Ran,3607393.0,,,96.0,96.0,8.2,102205.0,1985,6.0,11500000.0,12.250232,7.9,349.0
1176,tt0054215,Psycho,32000000.0,,,96.0,97.0,8.5,552280.0,1960,6.0,806948.0,36.826309,8.3,2405.0
1177,tt0080455,The Blues Brothers,57229890.0,4858152.0,11.780176906774427,84.0,60.0,7.9,171057.0,1980,6.0,27000000.0,10.076901,7.5,1092.0
1178,tt0071562,The Godfather: Part II,47542841.0,,,97.0,90.0,9.0,1030130.0,1974,12.0,13000000.0,36.629307,8.3,3418.0
1179,tt0093058,Full Metal Jacket,46357676.0,2217307.0,20.907197785421683,91.0,76.0,8.3,624206.0,1987,6.0,17000000.0,13.941479999999999,7.9,2595.0
1181,tt0097499,Henry V,10161099.0,64933.0,156.48590085164707,100.0,83.0,7.5,26834.0,1989,10.0,9000000.0,7.307967,7.4,73.0
1182,tt0086879,Amadeus,51564280.0,505276.0,102.05171035236188,93.0,88.0,8.3,344433.0,1984,10.0,18000000.0,12.677592,7.8,1107.0
1184,tt0087843,Once Upon a Time in America,5321508.0,2412014.0,2.2062508758241037,86.0,,8.4,285122.0,1984,2.0,30000000.0,32.182851,8.3,1104.0
1185,tt0081398,Raging Bull,23334953.0,128590.0,181.46786686367525,96.0,89.0,8.2,296838.0,1980,11.0,18000000.0,8.868558,7.7,968.0
1186,tt0075686,Annie Hall,38251425.0,,,97.0,92.0,8.0,239431.0,1977,4.0,4000000.0,18.146043,7.8,1044.0
1187,tt0086197,The Right Stuff,21192102.0,1601167.0,13.235410172705283,98.0,91.0,7.8,53303.0,1983,10.0,27000000.0,14.902397,7.4,241.0
1188,tt0079944,Stalker,177345.0,11537.0,15.371847100632747,100.0,,8.2,102089.0,1979,4.0,,7.787514999999999,7.8,356.0
1189,tt0082096,Das Boot,10915250.0,26994.0,404.35837593539304,98.0,86.0,8.3,215381.0,1981,9.0,14000000.0,8.80338,7.9,623.0
1190,tt0070735,The Sting,156000000.0,,,93.0,83.0,8.3,225404.0,1973,12.0,5500000.0,12.016821,7.9,639.0
1192,tt0103130,Trust,356122.0,,,83.0,67.0,7.4,8579.0,1990,9.0,700000.0,4.085687999999998,6.5,24.0
1194,tt0085859,Local Hero,5895761.0,23567.0,250.17019561250902,100.0,82.0,7.3,19226.0,1983,2.0,,10.636074,7.0,81.0
1195,tt0088247,The Terminator,38371200.0,4020663.0,9.543500661458072,100.0,84.0,8.0,747600.0,1984,10.0,6400000.0,19.293561999999998,7.4,4208.0
1196,tt0103873,Dead Alive,242623.0,23765.0,10.209257311171891,88.0,54.0,7.5,87527.0,1992,8.0,3000000.0,13.645567999999999,7.4,388.0
1197,tt0097441,Glory,26828365.0,63661.0,421.4254410078384,93.0,78.0,7.8,114530.0,1989,12.0,18000000.0,7.521346,7.4,391.0
1198,tt0100519,Rosencrantz & Guildenstern Are Dead,739104.0,24004.0,30.790868188635226,62.0,,7.5,19788.0,1990,2.0,,5.088457,7.3,75.0
1199,tt0079522,Manhattan,39946780.0,485734.0,82.2400326104411,95.0,83.0,7.9,123502.0,1979,4.0,,12.050759,7.8,600.0
1200,tt0100150,Miller's Crossing,5080409.0,28202.0,180.14357137791646,91.0,66.0,7.8,119849.0,1990,9.0,14000000.0,7.495853,7.5,431.0
1201,tt0097165,Dead Poets Society,95860116.0,340456.0,281.56389078177506,84.0,79.0,8.1,382469.0,1989,6.0,16400000.0,19.905716,8.1,2786.0
1202,tt0061722,The Graduate,104642560.0,,,88.0,83.0,8.0,241091.0,1967,12.0,3000000.0,12.057829,7.6,855.0
1204,tt0100263,La Femme Nikita,5017971.0,44047.0,113.92310486525757,88.0,56.0,7.3,63951.0,1990,2.0,,6.5864009999999995,7.0,511.0
1205,tt0050212,The Bridge on the River Kwai,27200000.0,,,95.0,87.0,8.1,189786.0,1957,10.0,3000000.0,8.851646,7.7,554.0
1207,tt0071315,Chinatown,29200000.0,,,99.0,92.0,8.2,272597.0,1974,6.0,6000000.0,12.29227,7.9,939.0
1209,tt0040897,The Treasure of the Sierra Madre,215295.0,144074.0,1.4943362438746755,100.0,98.0,8.2,105597.0,1948,1.0,3800000.0,8.070589,7.9,285.0
1212,tt0088794,Better Off Dead...,10297601.0,56371.0,182.67550690958117,77.0,51.0,7.1,39256.0,1985,10.0,,8.994189,6.8,164.0
1213,tt0081505,The Shining,44017374.0,622337.0,70.72916121008393,85.0,66.0,8.4,807816.0,1980,5.0,19000000.0,19.611589000000002,8.1,3890.0
1214,tt0092005,Stand by Me,52287414.0,242795.0,215.35622232747792,91.0,75.0,8.1,340744.0,1986,8.0,8000000.0,15.206957000000001,7.8,1568.0
1216,tt0092991,Evil Dead II,5923044.0,807260.0,7.337219730941704,97.0,69.0,7.8,139167.0,1987,3.0,3600000.0,13.520764000000002,7.5,760.0
1218,tt0077416,The Deer Hunter,48979328.0,,,94.0,86.0,8.1,290112.0,1978,12.0,15000000.0,7.729445,7.8,943.0
1219,tt0082269,Diva,110014.0,5672.0,19.3959802538787,98.0,,7.2,10992.0,1981,3.0,,2.211854,6.7,37.0
1220,tt0107048,Groundhog Day,70906973.0,12517672.0,5.66454952646147,96.0,72.0,8.0,549791.0,1993,2.0,14600000.0,12.989627,7.4,2358.0
1221,tt0105695,Unforgiven,101157447.0,15018007.0,6.735743764135947,96.0,85.0,8.2,348218.0,1992,8.0,14000000.0,10.942149,7.7,1133.0
1223,tt0100436,Pump Up the Volume,11541758.0,1601489.0,7.206891836284857,79.0,77.0,7.2,24808.0,1990,8.0,,4.289341,7.0,86.0
1225,tt0088763,Back to the Future,210609762.0,11152500.0,18.88453369199731,96.0,87.0,8.5,963826.0,1985,7.0,19000000.0,25.778509,8.0,6239.0
1226,tt0101921,Fried Green Tomatoes,82418501.0,105317.0,782.5754721459973,74.0,64.0,7.7,62358.0,1991,12.0,11000000.0,6.584254,7.6,298.0
1227,tt0066206,Patton,61749765.0,,,96.0,91.0,7.9,89150.0,1970,1.0,12000000.0,14.382289000000002,7.3,327.0
1228,tt0090967,Down by Law,1435668.0,,,90.0,75.0,7.8,44337.0,1986,5.0,,8.843551,7.2,149.0
1229,tt0094625,Akira,439162.0,11263.0,38.99156530231732,89.0,,8.1,144690.0,1988,7.0,8000000.0,10.888917,7.8,792.0
1230,tt0091203,Highlander,5900000.0,2453021.0,2.405197509519894,69.0,24.0,7.1,114914.0,1986,3.0,16000000.0,16.870392000000002,6.8,642.0
1232,tt0099334,Cyrano de Bergerac,5820020.0,,,100.0,79.0,7.5,21060.0,1990,3.0,,5.0399,6.8,131.0
1233,tt0072431,Young Frankenstein,86273333.0,,,93.0,80.0,8.0,135440.0,1974,12.0,2800000.0,9.339316,7.7,880.0
